Daily_Calories,Protein_g,Carbs_g,Fat_g,Fiber_g,Sugar_g,Vitamin_A_mcg,Vitamin_C_mg,Vitamin_D_mcg,Calcium_mg,Iron_mg,Potassium_mg,Magnesium_mg,Zinc_mg
2381,179,268,66,40,54,900,90,15,1200,27,3500,400,11
2700,202,304,75,46,61,900,90,15,1200,27,3500,400,11
1906,143,214,53,32,43,900,90,15,1200,27,3500,400,11
2916,219,328,81,49,66,900,90,15,1000,18,3500,400,11
3550,266,399,99,60,80,900,90,15,1000,18,3500,400,11
2860,214,250,111,38,50,900,90,15,1200,27,3500,400,11
2818,211,317,78,48,63,900,90,15,1000,18,3500,400,11
2815,211,317,78,48,63,900,90,15,1000,18,3500,400,11
2030,152,228,56,34,46,900,90,15,1000,18,3500,400,11
1946,146,219,54,33,44,900,90,15,1200,27,3500,400,11
3011,226,339,84,51,68,900,90,15,1000,18,3500,400,11
3229,242,363,90,54,73,900,90,15,1200,27,3500,400,11
2529,190,285,70,43,57,900,90,15,1200,27,3500,400,11
2938,220,331,82,50,66,900,90,15,1000,18,3500,400,11
2001,150,225,56,34,45,900,90,15,1000,18,3500,400,11
1486,111,167,41,25,33,900,90,15,1200,27,3500,400,11
3525,264,397,98,60,79,900,90,15,1000,18,3500,400,11
3234,243,364,90,55,73,900,90,15,1000,18,3500,400,11
2043,153,230,57,34,46,900,90,15,1200,27,3500,400,11
2487,187,280,69,42,56,900,90,15,1200,27,3500,400,11
3294,247,371,91,56,74,900,90,15,1200,27,3500,400,11
1785,134,201,50,30,40,900,90,15,1200,27,3500,400,11
2808,211,316,78,47,63,900,90,15,1000,18,3500,400,11
3173,238,357,88,54,71,900,90,15,1000,18,3500,400,11
1733,130,195,48,29,39,900,90,15,1200,27,3500,400,11
2757,207,310,77,46,62,900,90,15,1000,18,3500,400,11
2795,210,314,78,47,63,900,90,15,1000,27,3500,400,11
2479,186,279,69,42,56,900,90,15,1000,18,3500,400,11
3310,248,372,92,56,74,900,90,15,1000,18,3500,400,11
2361,177,266,66,40,53,900,90,15,1000,18,3500,400,11
2232,167,251,62,38,50,900,90,15,1200,27,3500,400,11
2572,193,289,71,43,58,900,90,15,1200,27,3500,400,11
2272,170,256,63,38,51,900,90,15,1200,40.5,3500,400,11
2604,195,293,72,44,59,900,90,15,1200,27,3500,400,11
2156,162,243,60,36,49,900,90,15,1200,27,3500,400,11
3692,277,415,103,62,83,900,90,15,1200,27,3500,400,11
1695,127,191,47,29,38,900,90,15,1200,40.5,3500,400,11
2216,166,194,86,29,39,900,90,15,1200,27,3500,400,11
3430,257,386,95,58,77,900,90,15,1000,18,3500,400,11
2190,164,246,61,37,49,900,90,15,1000,18,3500,400,11
2927,220,329,81,49,66,900,90,15,1000,18,3500,400,11
2882,216,324,80,49,65,900,90,15,1200,27,3500,400,11
2011,151,226,56,34,45,900,90,15,1200,27,3500,400,11
3379,253,380,94,57,76,900,90,15,1200,27,3500,400,11
3408,256,383,95,57,77,900,90,15,1000,18,3500,400,11
2370,178,267,66,40,53,900,90,15,1000,18,3500,400,11
2855,214,321,79,48,64,900,90,15,1000,18,3500,400,11
3240,243,365,90,55,73,900,90,15,1000,18,3500,400,11
2821,212,317,78,48,63,900,90,15,1000,18,3500,400,11
2331,175,262,65,39,52,900,90,15,1200,27,3500,400,11
2793,209,314,78,47,63,900,90,15,1200,27,3500,400,11
1607,121,181,45,27,36,900,90,15,1000,18,3500,400,11
3992,299,449,111,67,90,900,90,15,1000,18,3500,400,11
1680,126,189,47,28,38,900,90,15,1200,27,3500,400,11
2196,165,192,85,29,38,900,90,15,1200,27,3500,400,11
2435,183,274,68,41,55,900,90,15,1200,27,3500,400,11
4978,373,560,138,84,112,900,90,15,1000,18,3500,400,11
2865,215,322,80,48,64,900,90,15,1200,40.5,3500,400,11
3678,276,414,102,62,83,900,90,15,1000,18,3500,400,11
2740,205,308,76,46,62,900,90,15,1200,27,3500,400,11
1613,121,182,45,27,36,900,90,15,1000,18,3500,400,11
2719,204,306,76,46,61,900,90,15,1000,18,3500,400,11
3886,291,437,108,66,87,900,90,15,1000,18,3500,400,11
2951,221,332,82,50,66,900,90,15,1000,18,3500,400,11
3162,237,356,88,53,71,900,90,15,1000,18,3500,400,11
1823,137,205,51,31,41,900,90,15,1200,27,3500,400,11
2090,157,235,58,35,47,900,90,15,1200,27,3500,400,11
2692,202,303,75,45,61,900,90,15,1200,27,3500,400,11
2459,184,277,68,42,55,900,90,15,1200,40.5,3500,400,11
2003,150,225,56,34,45,900,90,15,1200,40.5,3500,400,11
4628,347,521,129,78,104,900,90,15,1000,18,3500,400,11
3416,256,384,95,58,77,900,90,15,1000,18,3500,400,11
3282,246,369,91,55,74,900,90,15,1000,18,3500,400,11
1958,147,220,54,33,44,900,90,15,1000,18,3500,400,11
2732,205,307,76,46,61,900,90,15,1200,27,3500,400,11
4596,345,517,128,78,103,900,90,15,1000,18,3500,400,11
1769,133,199,49,30,40,900,90,15,1200,27,3500,400,11
1802,135,203,50,30,41,900,90,15,1000,27,3500,400,11
2651,199,298,74,45,60,900,90,15,1200,27,3500,400,11
3178,238,358,88,54,72,900,90,15,1000,18,3500,400,11
3177,238,357,88,54,71,900,90,15,1000,18,3500,400,11
2912,218,328,81,49,66,900,90,15,1000,18,3500,400,11
2768,208,311,77,47,62,900,90,15,1200,27,3500,400,11
3652,274,320,142,48,64,900,90,15,1200,27,3500,400,11
2034,153,229,56,34,46,900,90,15,1200,40.5,3500,400,11
2662,200,233,104,35,47,900,90,15,1200,27,3500,400,11
2143,161,188,83,28,38,900,90,15,1000,18,3500,400,11
3796,285,427,105,64,85,900,90,15,1000,18,3500,400,11
3860,290,434,107,65,87,900,90,15,1000,18,3500,400,11
3057,229,344,85,52,69,900,90,15,1000,18,3500,400,11
3659,274,320,142,48,64,900,90,15,1200,27,3500,400,11
2936,220,330,82,50,66,900,90,15,1000,18,3500,400,11
2040,153,179,79,27,36,900,90,15,1200,27,3500,400,11
2696,202,303,75,45,61,900,90,15,1000,18,3500,400,11
3831,287,431,106,65,86,900,90,15,1000,18,3500,400,11
2525,189,284,70,43,57,900,90,15,1200,27,3500,400,11
2141,161,241,59,36,48,900,90,15,1200,27,3500,400,11
2141,161,241,59,36,48,900,90,15,1200,27,3500,400,11
1873,140,211,52,32,42,900,90,15,1200,40.5,3500,400,11
2924,219,329,81,49,66,900,90,15,1000,18,3500,400,11
1766,132,199,49,30,40,900,90,15,1000,18,3500,400,11
2472,185,278,69,42,56,900,90,15,1000,18,3500,400,11
2218,166,249,62,37,50,900,90,15,1200,27,3500,400,11
3328,250,374,92,56,75,900,90,15,1000,18,3500,400,11
3508,263,395,97,59,79,900,90,15,1000,18,3500,400,11
2907,218,327,81,49,65,900,90,15,1000,18,3500,400,11
3545,266,399,98,60,80,900,90,15,1200,27,3500,400,11
1651,124,186,46,28,37,900,90,15,1000,18,3500,400,11
1828,137,206,51,31,41,900,90,15,1200,40.5,3500,400,11
1280,96,144,36,22,29,900,90,15,1200,27,3500,400,11
3391,254,381,94,57,76,900,90,15,1200,27,3500,400,11
3414,256,384,95,58,77,900,90,15,1200,27,3500,400,11
2788,209,314,77,47,63,900,90,15,1200,27,3500,400,11
3953,296,445,110,67,89,900,90,15,1000,18,3500,400,11
2668,200,300,74,45,60,900,90,15,1200,27,3500,400,11
3285,246,370,91,56,74,900,90,15,1000,18,3500,400,11
2121,159,239,59,36,48,900,90,15,1200,27,3500,400,11
1772,133,199,49,30,40,900,90,15,1200,27,3500,400,11
4202,315,473,117,71,95,900,90,15,1000,18,3500,400,11
3258,244,367,91,55,73,900,90,15,1000,18,3500,400,11
2978,223,335,83,50,67,900,90,15,1000,18,3500,400,11
3477,261,391,97,59,78,900,90,15,1000,18,3500,400,11
2426,182,273,67,41,55,900,90,15,1200,27,3500,400,11
2031,152,228,56,34,46,900,90,15,1200,27,3500,400,11
2797,210,315,78,47,63,900,90,15,1000,18,3500,400,11
3273,246,368,91,55,74,900,90,15,1000,18,3500,400,11
2879,216,324,80,49,65,900,90,15,1000,18,3500,400,11
2335,175,263,65,39,53,900,90,15,1200,27,3500,400,11
1497,112,168,42,25,34,900,90,15,1200,27,3500,400,11
2181,164,245,61,37,49,900,90,15,1200,27,3500,400,11
2085,156,235,58,35,47,900,90,15,1000,18,3500,400,11
1798,135,202,50,30,40,900,90,15,1000,18,3500,400,11
2194,165,247,61,37,49,900,90,15,1200,27,3500,400,11
3681,276,414,102,62,83,900,90,15,1000,18,3500,400,11
2508,188,282,70,42,56,900,90,15,1000,18,3500,400,11
2313,173,260,64,39,52,900,90,15,1200,27,3500,400,11
3282,246,369,91,55,74,900,90,15,1200,27,3500,400,11
3328,250,374,92,56,75,900,90,15,1000,18,3500,400,11
2765,207,311,77,47,62,900,90,15,1200,27,3500,400,11
2113,158,238,59,36,48,900,90,15,1200,27,3500,400,11
2525,189,284,70,43,57,900,90,15,1200,27,3500,400,11
3557,267,400,99,60,80,900,90,15,1200,27,3500,400,11
2252,169,253,63,38,51,900,90,15,1200,27,3500,400,11
2744,206,309,76,46,62,900,90,15,1000,18,3500,400,11
3180,238,358,88,54,72,900,90,15,1200,27,3500,400,11
2720,204,306,76,46,61,900,90,15,1200,27,3500,400,11
3535,265,398,98,60,80,900,90,15,1000,18,3500,400,11
4137,310,465,115,70,93,900,90,15,1000,18,3500,400,11
3651,274,411,101,62,82,900,90,15,1200,27,3500,400,11
2284,171,257,63,39,51,900,90,15,1200,27,3500,400,11
1786,134,201,50,30,40,900,90,15,1200,27,3500,400,11
2992,224,337,83,51,67,900,90,15,1200,40.5,3500,400,11
4542,341,511,126,77,102,900,90,15,1000,18,3500,400,11
3533,265,397,98,60,79,900,90,15,1000,18,3500,400,11
2493,187,280,69,42,56,900,90,15,1200,27,3500,400,11
3052,229,343,85,51,69,900,90,15,1200,27,3500,400,11
2016,151,227,56,34,45,900,90,15,1200,40.5,3500,400,11
1309,98,147,36,22,29,900,90,15,1200,27,3500,400,11
2058,154,231,57,35,46,900,90,15,1000,18,3500,400,11
1749,131,197,49,30,39,900,90,15,1000,18,3500,400,11
3411,256,384,95,58,77,900,90,15,1200,27,3500,400,11
2531,190,221,98,33,44,900,90,15,1000,18,3500,400,11
2982,224,335,83,50,67,900,90,15,1000,18,3500,400,11
1245,93,140,35,21,28,900,90,15,1000,18,3500,400,11
3146,236,354,87,53,71,900,90,15,1000,27,3500,400,11
3805,285,428,106,64,86,900,90,15,1200,27,3500,400,11
2637,198,297,73,45,59,900,90,15,1000,18,3500,400,11
4045,303,455,112,68,91,900,90,15,1000,18,3500,400,11
2574,193,290,72,44,58,900,90,15,1200,40.5,3500,400,11
2551,191,287,71,43,57,900,90,15,1200,27,3500,400,11
2764,207,311,77,47,62,900,90,15,1200,27,3500,400,11
2513,188,283,70,42,57,900,90,15,1000,18,3500,400,11
2322,174,261,64,39,52,900,90,15,1200,40.5,3500,400,11
2348,176,264,65,40,53,900,90,15,1200,27,3500,400,11
2537,190,285,70,43,57,900,90,15,1000,18,3500,400,11
2012,151,226,56,34,45,900,90,15,1000,18,3500,400,11
2446,183,275,68,41,55,900,90,15,1200,27,3500,400,11
2161,162,243,60,36,49,900,90,15,1000,27,3500,400,11
2748,206,240,107,36,48,900,90,15,1200,27,3500,400,11
2997,225,262,117,39,52,900,90,15,1200,27,3500,400,11
4848,364,545,135,82,109,900,90,15,1000,18,3500,400,11
3302,248,371,92,56,74,900,90,15,1200,27,3500,400,11
3157,237,355,88,53,71,900,90,15,1200,27,3500,400,11
3213,241,361,89,54,72,900,90,15,1200,27,3500,400,11
3033,227,341,84,51,68,900,90,15,1000,18,3500,400,11
1404,105,158,39,24,32,900,90,15,1000,18,3500,400,11
1690,127,190,47,28,38,900,90,15,1000,18,3500,400,11
2701,203,304,75,46,61,900,90,15,1200,27,3500,400,11
3348,251,377,93,57,75,900,90,15,1200,27,3500,400,11
2164,162,243,60,36,49,900,90,15,1000,18,3500,400,11
3128,235,352,87,53,70,900,90,15,1000,18,3500,400,11
2177,163,245,60,37,49,900,90,15,1200,40.5,3500,400,11
2386,179,268,66,40,54,900,90,15,1000,18,3500,400,11
3528,265,397,98,60,79,900,90,15,1200,27,3500,400,11
2641,198,297,73,45,59,900,90,15,1000,18,3500,400,11
2576,193,225,100,34,45,900,90,15,1200,27,3500,400,11
2383,179,268,66,40,54,900,90,15,1000,18,3500,400,11
2331,175,262,65,39,52,900,90,15,1200,27,3500,400,11
2823,212,318,78,48,64,900,90,15,1200,27,3500,400,11
2571,193,289,71,43,58,900,90,15,1200,27,3500,400,11
1997,150,225,55,34,45,900,90,15,1000,18,3500,400,11
2519,189,283,70,42,57,900,90,15,1000,18,3500,400,11
1982,149,223,55,33,45,900,90,15,1200,27,3500,400,11
2203,165,248,61,37,50,900,90,15,1000,18,3500,400,11
1726,129,194,48,29,39,900,90,15,1200,27,3500,400,11
3728,280,326,145,49,65,900,90,15,1000,18,3500,400,11
2074,156,233,58,35,47,900,90,15,1200,27,3500,400,11
2191,164,246,61,37,49,900,90,15,1200,27,3500,400,11
3411,256,384,95,58,77,900,90,15,1000,18,3500,400,11
3009,226,339,84,51,68,900,90,15,1200,27,3500,400,11
4064,305,457,113,69,91,900,90,15,1000,18,3500,400,11
2433,182,274,68,41,55,900,90,15,1200,27,3500,400,11
2639,198,297,73,45,59,900,90,15,1200,27,3500,400,11
3675,276,413,102,62,83,900,90,15,1000,18,3500,400,11
2218,166,250,62,38,50,900,90,15,1200,27,3500,400,11
2147,161,242,60,36,48,900,90,15,1200,27,3500,400,11
2080,156,234,58,35,47,900,90,15,1200,27,3500,400,11
4126,309,464,115,70,93,900,90,15,1000,18,3500,400,11
3067,230,345,85,52,69,900,90,15,1200,27,3500,400,11
1174,88,132,33,20,26,900,90,15,1200,27,3500,400,11
2009,151,226,56,34,45,900,90,15,1200,27,3500,400,11
2713,204,305,75,46,61,900,90,15,1200,27,3500,400,11
2754,207,310,77,46,62,900,90,15,1200,27,3500,400,11
2519,189,283,70,42,57,900,90,15,1000,18,3500,400,11
2392,179,209,93,31,42,900,90,15,1000,18,3500,400,11
3041,228,342,84,51,68,900,90,15,1200,27,3500,400,11
2279,171,256,63,38,51,900,90,15,1000,18,3500,400,11
3624,272,408,101,61,82,900,90,15,1000,18,3500,400,11
3143,236,354,87,53,71,900,90,15,1200,27,3500,400,11
3230,242,363,90,54,73,900,90,15,1000,18,3500,400,11
3411,256,384,95,58,77,900,90,15,1000,27,3500,400,11
2680,201,301,74,45,60,900,90,15,1200,27,3500,400,11
2672,200,301,74,45,60,900,90,15,1200,40.5,3500,400,11
3134,235,353,87,53,71,900,90,15,1000,18,3500,400,11
1994,150,224,55,34,45,900,90,15,1000,18,3500,400,11
3370,253,379,94,57,76,900,90,15,1200,40.5,3500,400,11
2344,176,264,65,40,53,900,90,15,1000,18,3500,400,11
2561,192,288,71,43,58,900,90,15,1000,18,3500,400,11
3116,234,273,121,41,55,900,90,15,1000,18,3500,400,11
3573,268,402,99,60,80,900,90,15,1000,18,3500,400,11
3741,281,421,104,63,84,900,90,15,1200,27,3500,400,11
2318,174,261,64,39,52,900,90,15,1200,27,3500,400,11
3291,247,370,91,56,74,900,90,15,1000,18,3500,400,11
4039,303,454,112,68,91,900,90,15,1000,18,3500,400,11
3251,244,366,90,55,73,900,90,15,1000,18,3500,400,11
3505,263,394,97,59,79,900,90,15,1200,27,3500,400,11
2962,222,259,115,39,52,900,90,15,1000,18,3500,400,11
3575,268,402,99,60,80,900,90,15,1200,27,3500,400,11
2619,196,295,73,44,59,900,90,15,1000,18,3500,400,11
3512,263,395,98,59,79,900,90,15,1000,18,3500,400,11
3260,244,367,91,55,73,900,90,15,1000,18,3500,400,11
2896,217,326,80,49,65,900,90,15,1000,18,3500,400,11
1924,144,216,53,32,43,900,90,15,1000,18,3500,400,11
1801,135,203,50,30,41,900,90,15,1200,27,3500,400,11
2926,219,329,81,49,66,900,90,15,1000,18,3500,400,11
3518,264,396,98,59,79,900,90,15,1000,18,3500,400,11
3094,232,271,120,41,54,900,90,15,1200,27,3500,400,11
3627,272,317,141,48,63,900,90,15,1000,18,3500,400,11
1006,75,113,28,17,23,900,90,15,1200,27,3500,400,11
3166,237,356,88,53,71,900,90,15,1200,27,3500,400,11
2328,175,262,65,39,52,900,90,15,1000,18,3500,400,11
3126,234,352,87,53,70,900,90,15,1000,18,3500,400,11
2483,186,279,69,42,56,900,90,15,1200,27,3500,400,11
3034,228,341,84,51,68,900,90,15,1000,18,3500,400,11
2522,189,284,70,43,57,900,90,15,1000,18,3500,400,11
4154,312,363,162,54,73,900,90,15,1000,18,3500,400,11
2476,186,279,69,42,56,900,90,15,1000,18,3500,400,11
2676,201,301,74,45,60,900,90,15,1200,27,3500,400,11
2629,197,296,73,44,59,900,90,15,1000,27,3500,400,11
3727,280,419,104,63,84,900,90,15,1200,27,3500,400,11
2435,183,274,68,41,55,900,90,15,1200,27,3500,400,11
2004,150,225,56,34,45,900,90,15,1000,18,3500,400,11
3919,294,441,109,66,88,900,90,15,1000,18,3500,400,11
3160,237,355,88,53,71,900,90,15,1000,18,3500,400,11
2963,222,333,82,50,67,900,90,15,1200,27,3500,400,11
2306,173,259,64,39,52,900,90,15,1000,18,3500,400,11
2266,170,255,63,38,51,900,90,15,1200,27,3500,400,11
1483,111,167,41,25,33,900,90,15,1200,27,3500,400,11
2686,201,302,75,45,60,900,90,15,1200,27,3500,400,11
2204,165,248,61,37,50,900,90,15,1200,27,3500,400,11
3004,225,338,83,51,68,900,90,15,1000,18,3500,400,11
2598,195,292,72,44,58,900,90,15,1200,27,3500,400,11
2788,209,314,77,47,63,900,90,15,1000,18,3500,400,11
2636,198,297,73,45,59,900,90,15,1200,27,3500,400,11
2758,207,310,77,46,62,900,90,15,1000,18,3500,400,11
3056,229,344,85,52,69,900,90,15,1000,18,3500,400,11
1068,80,120,30,18,24,900,90,15,1200,27,3500,400,11
2872,215,323,80,48,65,900,90,15,1200,27,3500,400,11
2362,177,266,66,40,53,900,90,15,1200,27,3500,400,11
2113,158,238,59,36,48,900,90,15,1000,18,3500,400,11
3214,241,362,89,54,72,900,90,15,1000,18,3500,400,11
3312,248,373,92,56,75,900,90,15,1200,40.5,3500,400,11
3702,278,416,103,62,83,900,90,15,1200,27,3500,400,11
3518,264,396,98,59,79,900,90,15,1200,27,3500,400,11
2790,209,314,77,47,63,900,90,15,1200,27,3500,400,11
3600,270,405,100,61,81,900,90,15,1000,18,3500,400,11
3822,287,430,106,64,86,900,90,15,1000,18,3500,400,11
3379,253,296,131,44,59,900,90,15,1000,18,3500,400,11
2728,205,307,76,46,61,900,90,15,1200,27,3500,400,11
3102,233,349,86,52,70,900,90,15,1200,27,3500,400,11
2652,199,298,74,45,60,900,90,15,1000,18,3500,400,11
2729,205,307,76,46,61,900,90,15,1200,27,3500,400,11
2527,190,284,70,43,57,900,90,15,1200,27,3500,400,11
2087,157,235,58,35,47,900,90,15,1200,27,3500,400,11
3364,252,379,93,57,76,900,90,15,1000,18,3500,400,11
3672,275,413,102,62,83,900,90,15,1000,18,3500,400,11
2911,218,255,113,38,51,900,90,15,1200,27,3500,400,11
1884,141,212,52,32,42,900,90,15,1200,27,3500,400,11
3771,283,424,105,64,85,900,90,15,1200,27,3500,400,11
2986,224,336,83,50,67,900,90,15,1200,27,3500,400,11
3069,230,345,85,52,69,900,90,15,1000,27,3500,400,11
3073,230,346,85,52,69,900,90,15,1000,18,3500,400,11
2718,204,306,76,46,61,900,90,15,1200,27,3500,400,11
3376,253,380,94,57,76,900,90,15,1200,27,3500,400,11
2941,221,331,82,50,66,900,90,15,1200,27,3500,400,11
2815,211,317,78,48,63,900,90,15,1200,27,3500,400,11
3075,231,269,120,40,54,900,90,15,1200,27,3500,400,11
3226,242,363,90,54,73,900,90,15,1200,27,3500,400,11
1369,103,120,53,18,24,900,90,15,1200,27,3500,400,11
3099,232,349,86,52,70,900,90,15,1200,27,3500,400,11
3747,281,328,146,49,66,900,90,15,1000,18,3500,400,11
1826,137,205,51,31,41,900,90,15,1000,18,3500,400,11
2030,152,228,56,34,46,900,90,15,1200,27,3500,400,11
1837,138,207,51,31,41,900,90,15,1000,18,3500,400,11
2538,190,286,71,43,57,900,90,15,1200,27,3500,400,11
2994,225,337,83,51,67,900,90,15,1200,27,3500,400,11
1930,145,217,54,33,43,900,90,15,1200,27,3500,400,11
2667,200,300,74,45,60,900,90,15,1200,27,3500,400,11
2624,197,295,73,44,59,900,90,15,1000,27,3500,400,11
3732,280,420,104,63,84,900,90,15,1200,27,3500,400,11
1457,109,164,40,25,33,900,90,15,1200,27,3500,400,11
2201,165,248,61,37,50,900,90,15,1200,27,3500,400,11
3484,261,392,97,59,78,900,90,15,1000,18,3500,400,11
3497,262,393,97,59,79,900,90,15,1000,18,3500,400,11
3151,236,354,88,53,71,900,90,15,1200,27,3500,400,11
1537,115,173,43,26,35,900,90,15,1000,18,3500,400,11
3410,256,384,95,58,77,900,90,15,1000,18,3500,400,11
2106,158,237,58,36,47,900,90,15,1200,27,3500,400,11
3702,278,416,103,62,83,900,90,15,1000,18,3500,400,11
1647,124,185,46,28,37,900,90,15,1000,18,3500,400,11
2967,223,334,82,50,67,900,90,15,1000,18,3500,400,11
1954,147,220,54,33,44,900,90,15,1000,18,3500,400,11
2823,212,318,78,48,64,900,90,15,1000,18,3500,400,11
3236,243,364,90,55,73,900,90,15,1000,18,3500,400,11
1426,107,160,40,24,32,900,90,15,1200,27,3500,400,11
2219,166,250,62,38,50,900,90,15,1000,18,3500,400,11
2786,209,313,77,47,63,900,90,15,1000,18,3500,400,11
3893,292,438,108,66,88,900,90,15,1200,27,3500,400,11
1131,85,127,31,19,25,900,90,15,1200,27,3500,400,11
3489,262,392,97,59,78,900,90,15,1200,27,3500,400,11
3141,236,353,87,53,71,900,90,15,1200,27,3500,400,11
2858,214,322,79,48,64,900,90,15,1000,18,3500,400,11
3384,254,381,94,57,76,900,90,15,1200,27,3500,400,11
2650,199,298,74,45,60,900,90,15,1200,40.5,3500,400,11
3033,227,265,118,40,53,900,90,15,1000,18,3500,400,11
2103,158,237,58,36,47,900,90,15,1200,27,3500,400,11
3610,271,406,100,61,81,900,90,15,1000,18,3500,400,11
2787,209,314,77,47,63,900,90,15,1000,18,3500,400,11
1313,98,148,36,22,30,900,90,15,1200,27,3500,400,11
2435,183,274,68,41,55,900,90,15,1000,18,3500,400,11
2337,175,263,65,39,53,900,90,15,1000,18,3500,400,11
2218,166,249,62,37,50,900,90,15,1000,18,3500,400,11
2707,203,305,75,46,61,900,90,15,1000,18,3500,400,11
2800,210,315,78,47,63,900,90,15,1000,18,3500,400,11
2205,165,248,61,37,50,900,90,15,1000,27,3500,400,11
3098,232,349,86,52,70,900,90,15,1200,27,3500,400,11
4004,300,450,111,68,90,900,90,15,1000,27,3500,400,11
4309,323,485,120,73,97,900,90,15,1000,18,3500,400,11
2240,168,252,62,38,50,900,90,15,1200,27,3500,400,11
2174,163,245,60,37,49,900,90,15,1200,27,3500,400,11
2426,182,273,67,41,55,900,90,15,1000,27,3500,400,11
2267,170,255,63,38,51,900,90,15,1000,18,3500,400,11
2068,155,233,57,35,47,900,90,15,1200,40.5,3500,400,11
1763,132,198,49,30,40,900,90,15,1200,27,3500,400,11
2863,215,322,80,48,64,900,90,15,1000,18,3500,400,11
2194,165,247,61,37,49,900,90,15,1200,27,3500,400,11
3882,291,437,108,66,87,900,90,15,1000,27,3500,400,11
2844,213,320,79,48,64,900,90,15,1200,27,3500,400,11
2629,197,296,73,44,59,900,90,15,1200,40.5,3500,400,11
2247,169,253,62,38,51,900,90,15,1200,40.5,3500,400,11
2139,160,241,59,36,48,900,90,15,1000,18,3500,400,11
2942,221,331,82,50,66,900,90,15,1000,18,3500,400,11
1599,120,180,44,27,36,900,90,15,1000,18,3500,400,11
2635,198,296,73,44,59,900,90,15,1200,27,3500,400,11
1955,147,220,54,33,44,900,90,15,1200,27,3500,400,11
2484,186,280,69,42,56,900,90,15,1000,18,3500,400,11
2944,221,331,82,50,66,900,90,15,1000,18,3500,400,11
3400,255,382,94,57,76,900,90,15,1200,27,3500,400,11
1939,145,170,75,26,34,900,90,15,1200,27,3500,400,11
2300,172,201,89,30,40,900,90,15,1000,18,3500,400,11
3163,237,356,88,53,71,900,90,15,1000,18,3500,400,11
3744,281,421,104,63,84,900,90,15,1000,18,3500,400,11
2210,166,249,61,37,50,900,90,15,1200,27,3500,400,11
2895,217,326,80,49,65,900,90,15,1000,18,3500,400,11
2006,150,226,56,34,45,900,90,15,1200,27,3500,400,11
1998,150,225,55,34,45,900,90,15,1200,27,3500,400,11
4047,304,455,112,68,91,900,90,15,1000,18,3500,400,11
1505,113,169,42,25,34,900,90,15,1000,18,3500,400,11
3590,269,404,100,61,81,900,90,15,1000,18,3500,400,11
2279,171,256,63,38,51,900,90,15,1200,27,3500,400,11
2576,193,225,100,34,45,900,90,15,1200,27,3500,400,11
2513,189,283,70,42,57,900,90,15,1000,18,3500,400,11
2505,188,282,70,42,56,900,90,15,1200,40.5,3500,400,11
3502,263,394,97,59,79,900,90,15,1000,27,3500,400,11
2961,222,333,82,50,67,900,90,15,1200,27,3500,400,11
2366,177,207,92,31,41,900,90,15,1000,18,3500,400,11
2826,212,318,79,48,64,900,90,15,1000,18,3500,400,11
2090,157,183,81,27,37,900,90,15,1200,27,3500,400,11
3241,243,365,90,55,73,900,90,15,1200,27,3500,400,11
3123,234,351,87,53,70,900,90,15,1200,27,3500,400,11
3396,255,382,94,57,76,900,90,15,1200,27,3500,400,11
1818,136,205,51,31,41,900,90,15,1200,27,3500,400,11
2781,209,313,77,47,63,900,90,15,1000,27,3500,400,11
2742,206,308,76,46,62,900,90,15,1000,18,3500,400,11
2510,188,282,70,42,56,900,90,15,1200,27,3500,400,11
3144,236,354,87,53,71,900,90,15,1000,18,3500,400,11
2284,171,257,63,39,51,900,90,15,1000,18,3500,400,11
3659,274,412,102,62,82,900,90,15,1000,18,3500,400,11
2464,185,277,68,42,55,900,90,15,1200,27,3500,400,11
2699,202,304,75,46,61,900,90,15,1000,18,3500,400,11
2700,202,304,75,46,61,900,90,15,1200,27,3500,400,11
2733,205,307,76,46,61,900,90,15,1000,18,3500,400,11
1750,131,197,49,30,39,900,90,15,1000,18,3500,400,11
2608,196,293,72,44,59,900,90,15,1000,18,3500,400,11
3371,253,379,94,57,76,900,90,15,1000,18,3500,400,11
2029,152,228,56,34,46,900,90,15,1000,18,3500,400,11
3207,241,361,89,54,72,900,90,15,1000,18,3500,400,11
1833,137,206,51,31,41,900,90,15,1200,27,3500,400,11
3782,284,425,105,64,85,900,90,15,1000,18,3500,400,11
3100,233,349,86,52,70,900,90,15,1200,27,3500,400,11
2012,151,226,56,34,45,900,90,15,1000,18,3500,400,11
3962,297,446,110,67,89,900,90,15,1000,18,3500,400,11
2824,212,318,78,48,64,900,90,15,1200,27,3500,400,11
3461,260,389,96,58,78,900,90,15,1200,27,3500,400,11
2296,172,258,64,39,52,900,90,15,1200,27,3500,400,11
2098,157,236,58,35,47,900,90,15,1200,27,3500,400,11
2086,156,235,58,35,47,900,90,15,1000,18,3500,400,11
3109,233,350,86,52,70,900,90,15,1000,18,3500,400,11
3318,249,373,92,56,75,900,90,15,1000,18,3500,400,11
3040,228,266,118,40,53,900,90,15,1200,27,3500,400,11
2424,182,273,67,41,55,900,90,15,1200,27,3500,400,11
4398,330,495,122,74,99,900,90,15,1000,18,3500,400,11
1827,137,206,51,31,41,900,90,15,1200,27,3500,400,11
3362,252,378,93,57,76,900,90,15,1200,27,3500,400,11
3127,235,352,87,53,70,900,90,15,1200,27,3500,400,11
2698,202,304,75,46,61,900,90,15,1200,27,3500,400,11
